video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7.36218152284311e+18,2024-04-26T09:27:20,7.0,US,546300.0,51800.0,5349.0,2500000.0,oops@soph ,False,,camicuckoo,cami white🙏,,,,,,False,,,
7.369267322579652e+18,2024-05-15T11:41:10,14.0,US,1400000.0,184700.0,10900.0,8700000.0,bros emoting now #dmv #callofduty #brainrot #fyp,False,,verysecretchris,chris,,,,,,False,,,
7.370812075200826e+18,2024-05-19T15:35:29,18.0,US,495100.0,3186.0,790.0,2300000.0,#sabrinacarpenter #singer #singing #live #snl #nonsense #vocals #carpenter #imbalding911 #arianator ,False,,im_balding911,BS,,,,,,False,,,
7.368914540857134e+18,2024-05-14T12:52:05,7.0,US,1700000.0,40200.0,1978.0,8900000.0,#foryoupage ,False,,714bella,714bella,,,,,,False,,,
7.365026013270527e+18,2024-05-04T01:22:56,10.0,US,978000.0,68100.0,3321.0,7800000.0,ahhh post ,False,,norissaaa,norissa,,,,,,False,,,
7.38646395805775e+18,2024-06-30T19:52:46,10.0,US,178500.0,1147.0,962.0,2900000.0,I always rip it😭 i just cant not rip it #shirt ,False,,lala_sadii,Lala,,,,,,False,,,
7.363726493609971e+18,2024-04-30T13:19:53,32.0,US,929100.0,28800.0,1802.0,4300000.0,Full video out now in bio😭 @Cookiie 💜 #cooking #beyonce #comedy #trend #fyp ,False,,thefvmousace,Ace ♠️,,,,,,False,,,
7.371197557420084e+18,2024-05-20T16:31:24,11.0,US,2100000.0,15000.0,4806.0,16300000.0,,False,,brookemonk_,Brooke Monk,,,,,,True,,,
7.377141211523517e+18,2024-06-05T16:55:41,10.0,US,3300000.0,66500.0,10300.0,37100000.0,Ib: @Sydney ,False,,brookemonk_,Brooke Monk,,,,,,True,,,
7.372614855678905e+18,2024-05-24T12:11:08,18.0,US,5800000.0,835100.0,21800.0,39800000.0,Opening doors for strangers 😰 #fyp #skit #cinematography #funny #college #humor #trending #viral ,False,,metronade,Metronade,,,,,,False,,,
7.365301431387114e+18,2024-05-04T19:11:23,6.0,US,878700.0,24700.0,0.0,5300000.0,Mustard & Ketchup,False,,dana_vik,dana,,,,,,False,,,
7.369027777938329e+18,2024-05-14T20:11:28,5.0,US,461600.0,9582.0,3501.0,4100000.0,Um so where is he?! 👀 😂 #foryou #fyp #motorcycle ,False,,lala_sadii,Lala,,,,,,False,,,
7.368242702057508e+18,2024-05-12T17:25:01,6.0,US,286100.0,15600.0,605.0,5000000.0,me whenever im in my home town becuz what else is there to do😭 ,False,,skillsawww,skilah,,,,,,False,,,
7.370536774101143e+18,2024-05-18T21:47:11,8.0,US,461800.0,13600.0,2122.0,1500000.0,Lil bros smarter than i give him credt for HAPPY BIRTHDAY Ethan #fypp #trend #observant #birthday ,False,,n0tyourmom.c0m,☆,,,,,,False,,,
7.366318436273753e+18,2024-05-07T12:58:04,7.0,US,3100000.0,70100.0,5090.0,14400000.0,Proved the haters wrong 😮‍💨 (plz guys understand that this is a joke),False,,camandfamyt,Cam,,,,,,False,,,
7.368645845706755e+18,2024-05-13T19:29:26,7.0,US,1300000.0,71700.0,1267.0,7900000.0,oml 🧎🏻‍♀️ #attractive #jealous #him #foryoupage #fyp #xyzbca ,False,,trentaicedmatchalatte,🆒,,,,,,False,,,
7.367125294802636e+18,2024-05-09T17:08:52,18.0,US,1800000.0,333600.0,24400.0,6100000.0,They said this is how you know i love you #fypp ,False,,sam_hamm_,samh,,,,,,False,,,
7.370025890413137e+18,2024-05-17T12:44:48,10.0,US,3400000.0,15200.0,2274.0,20800000.0,go white girl go 🤯 #21savage #houston #americandreamtour @21 #concert ,False,,rainabaig,raina⸆⸉,,,,,,False,Houston,Texas, United States
7.37042845633035e+18,2024-05-18T14:46:50,8.0,US,3200000.0,93200.0,4616.0,15500000.0,#walmart @Calii Babyy🌬️🔌 ,False,,mfkinmari,mari,,,,,,False,,,
7.367618926089489e+18,2024-05-11T01:04:43,6.0,US,450000.0,14000.0,734.0,4400000.0,progressive overload workouts are the 🔑 get a FREE week of workouts 🖇️ in mt bi0 #burnfatworkout #fatlossworkoutsforwomen #burnfatfast #progressiveoverload #progressiveoverloadtips #burnfatforfuel ,True,,aparnafromladder,Aparna | Fitness for Women✨,,,,,,False,,,
7.369613432720461e+18,2024-05-16T10:04:17,6.0,US,261800.0,14700.0,782.0,1400000.0,the hb i send to break my opps hearts😈,False,,luvvladybug,ladybug,,,,,,False,,,
7.366733449790623e+18,2024-05-08T15:48:24,7.0,US,4300000.0,254600.0,22800.0,23300000.0,a win is a win #fypage ,False,,kaylee_halko,Kaylee Halko,,,,,,False,,,
7.371849198150503e+18,2024-05-22T10:40:03,7.0,US,667400.0,10400.0,2241.0,3700000.0,,False,,daytona_jn,daytona <3,,,,,,False,,,
7.376408450609303e+18,2024-06-03T17:35:14,5.0,US,843700.0,24400.0,1692.0,9000000.0,birthday din #4dayslate @katie @addy @erin golladay ,False,,_addiliermann,al,,,,,,False,,,
7.376793128403209e+18,2024-06-04T18:24:58,5.0,US,536900.0,25400.0,4852.0,2800000.0,Happy pride #lgbt ,False,,delaneybbrownn,Delaney Brown,,,,,,False,,,
7.371845800978107e+18,2024-05-22T10:26:50,8.0,US,371400.0,33000.0,802.0,4700000.0,I know how to keep our marriage spicy 🥵 #pregnant #pregnantlife #momonamission #highbloodpressure #husbandwifecomedy #busymom #nestingmommas #marriage ,False,,mikalaidler,The Laidler Family,,,,,,False,California,United States,
7.367169199531232e+18,2024-05-09T19:59:16,8.0,US,1500000.0,13100.0,3153.0,8400000.0,she’s still so stunning…i will always love you supernanny!!!!😝💋 #fypツ #foryou #foryoupage ,False,,monstra0.3,Monstra0.3,,,,,,False,,,
7.374021439743184e+18,2024-05-28T07:09:32,13.0,US,596200.0,4643.0,225.0,6200000.0,🥺🥹🥺 She learned after this 🥺🥹🥺 #fypシ゚viral #irememberwhen #irememberwhenilostmymind #trending #viral #blowthisup #tiktok #facemask ,False,,_zamorah_,_ZAMORAH_,,,,,,False,,,
7.379718267197296e+18,2024-06-12T15:36:00,8.0,US,166300.0,2783.0,1130.0,2600000.0,no hes the best actually🥰🥰,False,,haileybakos,hailey | FTM & Fitness,,,,,,False,,,
7.366790457487035e+18,2024-05-08T19:29:34,25.0,US,3900000.0,521300.0,8531.0,24700000.0,white noise vs. asian noise @emily heim #whitewashedasian  ,False,,helenpulver,helen 🪩🌟💝🫧,,,,,,False,,,
7.367610585522998e+18,2024-05-11T00:32:15,5.0,US,239700.0,816.0,819.0,2400000.0,sorry,False,,crazyjamjam_,jaime,,,,,,False,,,
7.363523552110235e+18,2024-04-30T00:12:31,12.0,US,2400000.0,477600.0,19500.0,15900000.0,90% of this was true & loved me anyway. #marriage #spouse #lover #bestfriend @MrEricaAnus ,False,,ericaanus,EricaAnus,,,,,,False,,,
7.370386637261409e+18,2024-05-18T12:04:37,12.0,US,285500.0,4516.0,815.0,1800000.0,ILL GIVE IT A TRY #wlw #prom #prom2024 ##foryoupage,False,,caylee.speegle,caylee,,,,,,False,,,
7.373010993657433e+18,2024-05-25T13:48:20,7.0,US,350100.0,3013.0,700.0,1500000.0,#fyp #silly #relatable #trend #iwannabefamous 😖,False,,jaqym,jade ⚢,,,,,,False,,,
7.38082501956954e+18,2024-06-15T15:10:49,12.0,US,301400.0,12600.0,3105.0,1900000.0,i remember them telling me to go eat fried chicken and watermelon 💔😭 #fypシ゚viral ,False,,ninabluvv,invisible melanin,,,,,,False,,,
7.369667718661819e+18,2024-05-16T13:34:52,7.0,US,1100000.0,2359.0,638.0,9300000.0,Whew child anyways  Next chapter 🖤 #fypp #foru #foryoupage #fyppop #foryy #opps #higschool #graduate #foryoupage #anyways ,False,,xoxo.hxls,🖤🐈‍⬛KittyReaper🐈‍⬛🖤,,,,,,False,,,
7.376418857256406e+18,2024-06-03T18:12:36,6.0,US,518100.0,5120.0,520.0,4300000.0,never thought id happy to be doing the cooking and cleaning,False,,mandipandeee,mandipandeee,,,,,,False,,,
7.390170388518555e+18,2024-07-10T19:35:38,23.0,US,1600000.0,19200.0,4056.0,37000000.0,Musical Trickshot! 😎⭐️ #trickshot #music #musician #pingpong ,False,,landenpurifoy,Landen Purifoy,,,,,,True,,,
